,Aluguel,Condominio,IPTU,Venda,age_imovel,area_total,area_util,banheiro,city,commonareas,diverseareas,neigghborhood,privateareas,quarto,saletype,street,suite,title,vaga,price_rent_total
16575,,,,1860000,,355,202,4,Curitiba,Espaço Gourmet,,Alto da Glória,Suítes,3,Apartamento,Rua Carlos Eduardo Leão 99,3,Apartamento à Venda - no Alto Da Glória,3,
16576,2300,620,400,,4,105,105,2,Barueri,Fitness/Sala de Ginástica,Posição do Apto,Jardim Tupanci,Churrasqueira,3,Apartamento,Rua Werner Goldberg,1,"Apartamento 105 m&sup2; Com 3 Dormitórios, A Locação 2.300",2,2300620
16577,,,,3000000,1,535,289,5,Curitiba,Fitness/Sala de Ginástica,,Ecoville,Suítes,4,Apartamento,Rua Francisco Lipka 115,4,Apartamento à Venda - em Ecoville,4,
16578,,,,510000,,144,73,2,Curitiba,Fitness/Sala de Ginástica,,Portão,Churrasqueira,2,Apartamento,Rua Arthur Mohr 335,1,Apartamento à Venda - no Portão,2,
16579,,,,695000,,161,89,2,Curitiba,Espaço Gourmet,,Alto da Glória,Churrasqueira,2,Apartamento,Rua Carlos Eduardo Leão 99,1,Apartamento à Venda - no Alto Da Glória,1,
16580,,860,,980000,2,239,115,3,Curitiba,Espaço Gourmet,,Rebouças,Suítes,3,Apartamento,Avenida Silva Jardim 1618,1,Apartamento à Venda - em Rebouças,2,
16581,,,,760000,,220,104,3,Curitiba,Espaço Gourmet,,Bacacheri,Churrasqueira,3,Apartamento,Rua Nicarágua 1995,1,Apartamento à Venda - em Bacacheri,1,
16582,3500,868,341,,,81,79,2,São Paulo,,,Santo Amaro,,,Comercial,Avenida Mário Lopes Leão 1550,0,Santo Amaro - Sala Comercial 81 m&sup2; Nova América,0,3500868
16583,,790,,925000,2,263,155,4,Curitiba,Espaço Gourmet,,Portão,Suítes,3,Apartamento,Rua Professora Doracy Cezzarino 138,3,Apartamento 3 Quartos no Portão,2,
16584,,3148,520,1200000,,235,235,4,São Paulo,Salão de festas,,Jardim Paulista,Suítes,3,Apartamento,Alameda Joaquim Eugênio de Lima,1,"Cobertura Penthouse Com 235 m&sup2;, Próximo Á Paulista. 03 Vagas De Garagem.",3,
16585,,,,520000,6,146,146,3,Belo Horizonte,Jardim,,Nova Vista,Escritório,3,Apartamento,Rua São Fidélis,1,Cobertura 3 Quartos no Nova Vista à Venda - Cod: 231499,2,
16586,,794,786,445000,28,131,110,3,Curitiba,Elevador,,Portão,Aceita Financiamento,3,Apartamento,R MORRETES,1,"Portão, 3 Quartos, Suíte, Com Arms, Sacada na Sala, Dep. Empregada Semi Mobiliado, Vaga Livre",1,
16587,,,,265000,,175,100,1,Atibaia,,,Nova Atibaia,,2,Casa,,1,Casa à Venda - em Nova Atibaia,2,
16588,,,800,1780000,,490,390,6,Praia Grande,De esquina,,Canto do Forte,Bicicletário,3,Casa,Praca Oswaldo Luiz Sanches Toschi 961,3,"Sobrado Com 3 Dorms, Canto Do Forte, Praia Grande",7,
16589,,,,3200000,10,,366,4,São Sebastião,Espaço Gourmet,,Juquey,Suítes,4,Casa,"Avenida Mãe Bernarda,",4,Casa Luxuosa Com 4 Suítes em Condomínio Com Estrutura De Clube em Juquehy.,2,
16590,7000,2500,1811,,,,285,1,Belo Horizonte,Salão de festas,,Santa Lúcia,Suítes,3,Apartamento,Rua Abel Araújo,3,Apartamento para Aluguel - em Santa Lúcia,5,70002500
16591,,800,100,800000,,130,86,1,,,,,Dependência de empregados,2,Apartamento,,0,Apt.2 Dot. Venda Martiniano De Carvalho B. Vista S,1,
16592,,660,,790000,,155,127,2,Balneário Camboriú,,,Centro,Dependência de empregados,3,Apartamento,Rua,1,Apartamento 03 Dormitórios Balneário Camboriú Sc,1,
16593,26000,,,5500000,,1500,900,8,Brasília,,Ocupado,Lago Sul,,4,Casa,SHIS QI,4,Casa - Lago Sul,6,
16594,,620,40,800000,,82,61,1,São Paulo,Elevador,,Jardim Paulista,Cozinha americana,2,Apartamento,Alameda Jaú,0,"Jd. Paulista, Pertinho Do Metrô Consolação E Reformadíssimo!",1,
16595,,510,,740000,18,130,110,2,Balneário Camboriú,Interfone,Posição do Apto,Centro,Suítes,3,Apartamento,Av. Brasil,1,Apartamento na Quadra Do Mar em Balneário Camboriú,1,
16596,,525,246,1250000,,360,270,2,,Salão de festas,Andares,,Suítes,4,Casa,,3,Casa - Residencial Beira Da Mata,,
16597,,,,295000,,51,33,1,Curitiba,Fitness/Sala de Ginástica,,Centro Cívico,SPA,1,Apartamento,Cândido de Abreu 70,0,Apartamento à Venda - no Centro Cívico,0,
16598,,,,770000,,120,81,2,Curitiba,Fitness/Sala de Ginástica,,Centro Cívico,SPA,2,Apartamento,Cândido de Abreu 70,1,Apartamento à Venda - no Centro Cívico,1,
16599,,879,150,850000,22,65,65,2,São Paulo,Fitness/Sala de Ginástica,,Moema,Cozinha americana,2,Apartamento,Rua Periquito,1,Apartamento Com 2 Quartos Moema Pássaros,1,
16600,,180,,195000,1,47,33,1,São Paulo,Espaço Gourmet,Aceita FGTS,Brás,Cozinha americana,1,Apartamento,Av. Rangel Pestana,0,"Apartamento 1 Dormitório Ao Lado Do Metrô, Com Sacada! Pronto Pra Morar",0,
16601,,,,198000,1,50,34,1,São Paulo,Espaço Gourmet,Aceita FGTS,Cambuci,Permite animais,2,Apartamento,Rua da independencia,0,Apartamento 2 Dorm. Minha Casa Minha Vida (Lazer Completo Com Piscina),0,
16602,,450,,212000,,56,56,2,São Paulo,Salão de festas,,Jardim Prudência,Despensa,2,Apartamento,Cupece 6062,0,Apartamento à Venda - no Jardim Prudência,1,
16603,,,,411000,,111,69,2,Curitiba,,,Cabral,,2,Apartamento,Rua Joaquim José Pedrosa 840,1,,1,
16604,,390,,550000,10,110,90,1,Balneário Camboriú,Elevador,,Pioneiros,Mobiliado,2,Apartamento,Rua Protásio Boaventura Caetano,0,A 200 m Da Praia. Imóvel Muito Ventilado E Ensolarado,1,
16605,4030,,522,,,467,467,,Osasco,,,Vila Osasco,,,Terreno,Não Informado,,Terreno - Vila Osasco,,
16606,,990,350,1100000,,,142,5,São Paulo,,,Mooca,Suítes,3,Apartamento,Rua Dias Leme 134,3,Lindo Apartamento Com 142 m&sup2; E Sacada Gourmet.,2,
16607,,390,,520000,16,129,91,2,Balneário Camboriú,Interfone,Posição do Apto,Centro,Mobiliado,3,Apartamento,Rua 2300,0,Apartamento na Rua 2300 em Balneário Camboriú,1,
16608,,460,215,530000,4,,60,2,Santos,Espaço Gourmet,Ocupado,Gonzaga,Suítes,1,Apartamento,Rua José caballero,1,Excelente Duplex Finamente Decorada no Coração Do Gonzaga - 1 Suíte,1,
16609,,,,315000,2,57,36,1,Curitiba,Espaço Gourmet,,Centro Cívico,Sauna,1,Apartamento,Avenida Cândido de Abreu 70,0,Apartamento à Venda - no Centro Cívico,1,
16610,,925,140,500000,34,130,72,2,São Paulo,Elevador,,Cidade Monções,Varanda,2,Apartamento,Padre Antônio José dos Santos,,"Apartamento, Cidade Monções - São Paulo",1,
16611,,580,162,600000,12,,97,4,Santos,Elevador,Aceita FGTS,Gonzaga,Suítes,3,Apartamento,Rua Pernambuco,3,Belíssimo Apartamento no Gonzaga em Santos - 2 Suites + 1 Suíte Da Dependência,1,
16612,,2100,550,1040000,,,125,5,,,,,,3,Apartamento,,3,Apartamento - Vila Yara,2,
16613,,,,1134434,,,95,4,São Paulo,Salão de festas,,Vila Olímpia,,3,Apartamento,Rua R CASA DO ATOR 90,3,Apartamento à Venda - na Vila Olímpia,2,
16614,,800,220,800000,,62,62,1,São Paulo,Portaria 24 horas,,Vila Mariana,Churrasqueira,1,Apartamento,Rua Dionísio da Costa,1,Bairro Vila Mariana,2,
16615,,1431,129,1430000,34,137,137,3,São Paulo,Jardim,,Vila Mariana,Suítes,1,Apartamento,Avenida Conselheiro Rodrigues Alves,1,Vista Fantástica - Reformado - Próximo Ao Parque Do Ibirapuera E Metrô Ana Rosa,1,
16616,,,,875000,,197,117,3,Itapema,Piscina aquecida,,Meia Praia,Suítes,3,Apartamento,Rua 240 230,3,Montalcino,2,
16617,,,,480000,,,190,2,Osasco,,,Veloso,,3,Casa,Não Informado,1,Casa - Veloso,2,
16618,800,346,280,,,27,27,0,Brasília,Portaria 24 horas,,Sudoeste,Armário embutido,1,Apartamento,QD Eqrsw 2/3,1,Ed. Espaço Caravella - Armários - Vaga,1,800346
16619,,370,,265000,,,87,1,Osasco,,,Novo Osasco,,3,Apartamento,Não Informado,,Apartamento - Novo Osasco,1,
16620,,450,,1150000,,300,350,4,,,,,Aceita Financiamento,4,Casa,,3,Lindo Sobrado no Condomínios Quintas Do Villa Branca,4,
16621,,1700,2000,6500000,,1080,480,5,Bertioga,Forno de pizza,,Riviera de São Lourenço,Suítes,5,Casa,PASSEIO SANTA MARIA 800,4,Casa Riviera De São Lourenço em Bertioga,5,
16622,2200,585,500,345000,,67,,2,São Paulo,Salão de festas,,Interlagos,Churrasqueira,3,Apartamento,Avenida Interlagos 1585,1,Apartamento no Interclube Interlagos para Venda Jardim Marajoara/ Umuarama São Paulo - Sp Zona Sul -,1,2200585
16623,,,,288000,Breve lançamento,61,61,2,São Paulo,Espaço Gourmet,,Sacomã,,3,Apartamento,Rua Rizieri Negrinni,1,Apartamento no Sacomã 3 Dormitórios à Partir De $288.000,1,
16624,,6881,2485,4139000,,,291,6,,Interfone,Andares,,Suítes,4,Apartamento,,4,Apartamento - Vila Mariana,4,
16625,,1541,330,2119400,,,220,5,São Paulo,,,Mooca,Suítes,3,Apartamento,RUI MARTINS 137,0,Cobertura Duplex Com 220 m&sup2; na Mooca.,3,
16626,,2500,,1200000,,,186,1,São Paulo,,,Mooca,Suítes,3,Apartamento,Rua Madre de Deus 1285,3,Apartamento Com 186 m&sup2; na Mooca,3,
16627,,800,306,1150000,,200,115,4,,,,,Suítes,3,Apartamento,,1,Apartamento à Venda em Vila Gumercindo,2,
16628,,860,250,2990000,1,140,420,7,Nova Lima,Piscina coberta,,Centro,Suítes,4,Casa,Rua Tiradentes,4,Casa à Venda - no Centro,3,
16629,,,,58300000,Breve lançamento,85,85,2,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Cerqueira César,Suítes,2,Apartamento,Rua Lisboa 74,1,Lançamento em Pinheiros (Laia Com Atenção - Sugestão De Pagamento),1,
16630,,220,,1200000,,300,270,5,,Espaço Gourmet,Andares,,Suítes,4,Casa,,3,Casa - Jardim Residencial Maria Dulce,4,
16631,,1150,414,1200000,5,,137,2,Belo Horizonte,Salão de festas,,Gutierrez,Churrasqueira,4,Apartamento,Rua Baltazar Marques,1,Apartamento à Venda - em Gutierrez,4,
16632,,,,425000,,137,100,2,,Portão Eletrônico,,,Churrasqueira,3,Casa,,1,"Casa Nova Jd Das Industrias, 3 Dormitórios (1 Suite)",2,
16633,,600,77,680000,,,87,1,São Paulo,,,Mooca,Armário de cozinha,3,Apartamento,Rua Marina Crespi 274,1,Ótimo Apartamento 87 m&sup2;.,1,
16634,,1,1,157000,,80,57,1,,,,,,1,Casa,,0,Casa Térrea Um Dormitório,1,
16635,,10,151,279000,30,172,172,2,Rio de Janeiro,Área Verde,Aceita FGTS,Piedade,Piso frio,5,Casa,Rua Cardoso Quintão,0,Vendo Casa Piedade 5 Quartos Reformada Com Vaga Junto Do Comércio,2,
16636,,600,,1350000,,402,273,4,,,Andares,,Aceita Financiamento,3,Casa,,3,Casa - Altos Da Bela Vista,4,
16637,3200,,,750000,12,252,252,0,,Acesso asfaltado,Aceita FGTS,,Suítes,3,Casa,,2,Sobrado Com 252 m Quadrados E 3 Suítes em Vila Floresta - Santo André - Sp.,4,
16638,5500,600,,1350000,,360,263,5,,Circuito de TV,Andares,,Suítes,3,Casa,,3,Casa - Altos Da Bela Vista,2,5500600
16639,,,,384000,1,121,62,2,Águas Claras,Espaço Gourmet,Aceita FGTS,Aguas Norte,Suítes,2,Apartamento,rua 12,1,Aguas Claras Apartamento 2 Quartos,1,
16640,,,,750000,,140,140,0,Itapema,,,Meia Praia,Suítes,3,Apartamento,RUA 207,3,Apartamento Quadra Mar,2,
16641,,480,1180,850000,,109,109,0,,,,,Suítes,3,Apartamento,,3,Finamente Mobiliado Próximo Ao Mar,2,
16642,,500,,1764000,,,137,2,Belo Horizonte,Salão de festas,,Funcionários,Churrasqueira,2,Apartamento,Rua dos Timbiras,1,Apartamento à Venda - em Funcionários,3,
16643,,705,289,2300000,,678,307,6,Bertioga,Salão de festas,,Morada da Praia,Suítes,7,Casa,AV. ITAPUA 771,4,Casa Morada Da Praia em Bertioga,7,
16644,,2600,6308,2300000,12,530,265,4,Rio de Janeiro,,,Barra da Tijuca,,5,Apartamento,Avenida Afonso de Taunay 673,2,Apartamento à Venda - na Barra Da Tijuca,3,
16645,9000,1500,340,1200000,48,140,140,3,São Paulo,Elevador,,Jardim Paulista,,3,Apartamento,Alameda Franca,0,Apartamento em Jardim Paulista - São Paulo,1,90001500
16646,6000,,,,20,,100,1,São Paulo,,,Vila Mara,,0,Comercial,"RUA SÃO GONÇALO DO RIO DAS PEDRAS,",0,Ponto Comercial Bom para Lotérica Ou Farmácia,0,
16647,,245,,298000,1,145,94,3,,Salão de festas,,,Churrasqueira,3,Casa,,1,"Sobrado De Condomínio Com 3 Dorms, Santa Cândida",2,
16648,1900,480,,,,67,67,1,Osasco,,,Vila Yara,,3,Apartamento,Não Informado,,Apartamento - Vila Yara,1,1900480
16649,,787,1948,1100000,3,200,126,2,Curitiba,Fitness/Sala de Ginástica,,Vila Izabel,Mobiliado,4,Apartamento,"Rua Coronel Ottoni Maciel 215, Vila Izabel",1,Edifício West Side - Apartamento 3 Quartos (1 Suíte) Semi Mobiliado no Vila Izabel,2,
16650,,,,430000,,138,69,2,,,Andares,,,2,Apartamento,,1,Apartamento à Venda no Residencial Brava Hill na Praia Brava Itajaí /sc,1,
16651,,300,,240000,,46,46,1,São Paulo,Salão de festas,,Campo Limpo,Área de serviço,2,Apartamento,Januario Zingaro 252,0,Apartamento à Venda - no Campo Limpo,1,
16652,1300,446,,,,,70,1,,Interfone,,,Mobiliado,3,Apartamento,,1,Apartamento para Locação - Vila Pires,2,1300446
16653,,800,,470000,38,,78,2,São Paulo,Lavanderia,,Vila Clementino,Suítes,2,Apartamento,AV Onze de Junho,0,Excelente Apto para Entrar E Morar.,1,
16654,,750,1700,945000,,370,344,4,Balneário Camboriú,,,Centro,,4,Apartamento,Rua,3,Apartamento Diferenciado 4 Dormitórios Balneário.,2,
16655,,420,,260000,,52,52,1,São Paulo,Fitness/Sala de Ginástica,,Jardim Marabá(Zona Sul),Área de serviço,2,Apartamento,Waldemar Gomes Lingoanoti 210,0,Apartamento à Venda - no Socorro,1,
16656,,,,315000,,104,70,2,Itapema,,,Morretes,Suítes,3,Apartamento,Rua 406C 300,1,"Frente Av 3 Dormitórios, em 60 Meses P/ Pagar",1,
16657,,480,,218000,,,60,1,,,,,,2,Apartamento,,0,"*imperdível* - Apto Cabral Com 2 Dorms, Garagem Ap",1,
16658,2950,924,300,,4,100,80,1,Santos,Área Verde,,Vila Matias,Piso frio,0,Comercial,"Avenida Senador Feijó, 686",0,"Sala Comercial em Santos Mobiliada, The Blue Office Loft Duplex",2,2950924
16659,,150,100,570000,,200,120,2,,Churrasqueira,,,Esgoto,3,Casa,,1,"Casa Residencial à Venda, Jardim Bréscia, Indaiatuba",4,
16660,,,100,585000,,200,142,2,,Churrasqueira,,,Esgoto,3,Casa,,1,"Casa Residencial à Venda, Jardim Bréscia, Indaiatuba",2,
16661,,,,1450000,,,1000,4,Praia Grande,,,Boqueirão,Churrasqueira,4,Casa,Avenida Presidente Kennedy 1053,2,"Casa Com 4 Dorms, Boqueirão, Praia Grande - R$1.",3,
16662,,,323,285000,166,,,,,,,,,0,Terreno,,,Excelente Oportunidade para Investidores E Construtores,,
16663,,,1,1500000,,275,213,4,,Piscina aquecida,,,Suítes,4,Apartamento,,4,Cobertura Com 4 Dormitórios no Centro De Gramado,2,
16664,20000,,,,,,700,0,Praia Grande,,,Boqueirão,Elevador,0,Comercial,Avenida Brasil 95,0,"Loja, Boqueirão, Praia Grande, 700 m&sup2; - Codigo: 1",0,
16665,2900,1562,395,,16,12075,129,3,Rio de Janeiro,Salão de festas,,Barra da Tijuca,Bicicletário,3,Apartamento,Avenida General Olyntho Pillar 355,1,"Apartamento Com 3 Dorms, Barra Da Tijuca, Rio De J",2,29001562
16666,,1283,284,1500000,,115,115,3,São Paulo,Elevador,,Jardim Paulista,,2,Apartamento,Rua José Maria Lisboa,1,Reformado Nos Jardins - 115 m&sup2; - 1 Vaga,1,
16667,,,,280000,3,1560,1560,1,Suzano,,,Chácara Nossa Senhora Aparecida I,,2,Rural,Estrada keyda HARADA,0,Maravilhosa Chácara em Suzano!,6,
16668,,1,1,869982,1,136,136,4,Salvador,Espaço Gourmet,,Alphaville I,,3,Apartamento,Alphaville,3,Apartamento 3/4 Sendo 3 Suítes E 2 Vagas. 136 m&sup2; Finamente Decorado! Confira!,2,
16669,,,,175000,,56,,2,,,,,,2,Apartamento,,1,Apartamento à Venda - em Santa Mônica,1,
16670,,,,200000,5,5600,5600,1,Suzano,,,Estância Angelina,,3,Rural,Estrada keyda HARADA,3,Linda Chácara no Estancia Angelina em Suzano!,10,
16671,,,,335000,2,,75,2,Águas Claras,Espaço Gourmet,,Aguas Sul,Suítes,3,Apartamento,AVENIDA JACARANDÁ,1,Ed. Villa Lucci - Águas Claras - 3 Qts º - 76 m&sup2; - Lazer Completo!,1,
16672,,1100,87,850000,,74,74,2,São Paulo,Salão de festas,,Moema,,2,Apartamento,Alameda Jauaperi,0,Moema - 2 Dormitórios - 1 Vaga - 74 m&sup2;,1,
16673,,780,78,860000,,70,70,2,São Paulo,Fitness/Sala de Ginástica,,Jardim América,Suítes,1,Apartamento,Alameda Jaú,1,Apartamento Duplex Com 70 m&sup2; - 1 Dormitório - 1 Vaga - Jardim Paulista,1,
16674,,790,450,820000,8,400,220,2,Salvador,Salão de festas,,Piatã,Churrasqueira,4,Casa,Rua Eng. Erociano da Cruz Neves 31,3,"Casa em Condomínio para Venda - Salvador / Ba, Bairro Piatã",,
16675,,717,110,639000,7,,64,2,São Paulo,Elevador,,Saúde,Churrasqueira,2,Apartamento,R DOUTOR JOSÉ OSÓRIO DE OLIVEIRA AZEVEDO,1,"2 Dormitórios, Suite, Garagem, 64 Útil, Próximo Metro Saúde",1,
16676,,125,650,449000,8,156,140,3,Curitiba,Interfone,Aceita FGTS,Pilarzinho,Varanda,3,Casa,Rua Jornalista Alípio Miranda,1,"Charmoso E Aconchegante Sobrado em Rua Calma no Pilarzinho, Com Ático E 2 Vagas",2,
16677,1200,,,,,35,,,,,,,,,Comercial,,,Loja para Locação - Vila Guarani,,
16678,,1100,,960000,,140,140,2,São Paulo,Salão de festas,,Bela Vista,Armário embutido,3,Apartamento,Rua Manoel Dutra,0,Apartamento em Bela Vista - São Paulo,1,
16679,,560,120,619000,20,,75,2,São Paulo,Elevador,,Vila Mariana,Piso frio,3,Apartamento,R Do Arraial,1,"3 Dormitórios, Suite, Lazer Completo, Próximo Metro Alto Do Ipiranga Ou Santos Imigrantes",1,
16680,,,400,265000,,72,58,1,Curitiba,Interfone,,Bigorrilho,Mobiliado,2,Apartamento,Rua Martim Afonso,0,Edifício Dona Rosa - Semi Mobiliado Com Ótima Localização!,1,
16681,,,,229800,,,60,2,,Portão Eletrônico,,,Mobiliado,2,Comercial,,0,Sobrado - Vila Mendes,0,
16682,,,,100000,,250,250,,São Roque,,,Jardim Guaçu,,,Terreno,Não Informado,,Terreno em São Roque,,
16683,,3200,1300,5000000,13,190,190,4,São Paulo,Espaço Gourmet,,Jardim Paulista,Suítes,3,Apartamento,R PAMPLONA,3,Belíssimo Limoges Jardins: Andar Alto,4,
16684,,,,129999,1,1220,1220,0,,Acesso asfaltado,,,,0,Rural,,0,Ótima Oportunidade Terreno para Galpão Comercial Ou Chacara,0,
16685,,,,55000,1,1000,1000,0,Suzano,Acesso asfaltado,,Parque Buenos Aires,,0,Rural,Estrada kidani,0,Lindo Lote em Condomínio Aberto em Suzano!,0,
16686,,,,54999,1,310,310,0,Suzano,Acesso asfaltado,,Parque Astúrias,,0,Terreno,Rua,0,Terreno Residencial!,0,
16687,1200,270,,,3,,69,2,,,,,Churrasqueira,3,Apartamento,,1,"Apartamento Residencial para Locação, Terra Bonita, Londrina - Ap0396.",1,1200270
16688,,430,,159900,1,,45,2,Sorocaba,Sistema de alarme,,Centro,Elevador,0,Comercial,"Avenida Washington Luiz,  306",0,Sala Comercial à Venda - 45 m&sup2; - Jardim Faculdade Sorocaba,1,
16689,,740,110,624000,11,,70,2,São Paulo,Salão de festas,,Saúde,Piso frio,3,Apartamento,R DAS UVAIAS,1,Apartamento 3 Dormitórios A 5 Minutos A Pé Do Metrô Saúde,1,
16690,12000,,,,,800,600,4,Brasília,Espaço Gourmet,Andares,Lago Sul,Suítes,4,Casa,SHIS QI,4,Shis Qi 25 Com Móveis Ou Sem Móveis,4,
16691,,,,235340,,,59,1,Jundiaí,Fitness/Sala de Ginástica,Andares,Centro,Aceita Financiamento,2,Apartamento,Av. Juvenal Arantes 1555,1,Medeiros Jundiaí Apartamentos 59 m,1,
16692,,1220,290,898000,9,65,65,2,São Paulo,Fitness/Sala de Ginástica,,Paraíso,Suítes,1,Apartamento,Rua Manoel da Nóbrega,1,O Melhor Da Sua Vida Esta Aqui! Loft Charmoso 70 m&sup2;,2,
16693,,800,680,400000,,,66,2,,Sauna,,,,2,Apartamento,,0,"Apartamento, Parque Mandaqui, São Paulo",1,
16694,,,,900000,,,,2,,,,,Dependência de empregados,6,Casa,,0,Casa Venda 6 Dorm. Bela Vista Sp,2,
16695,,710,500,680000,,87,72,2,,,,,,3,Apartamento,,0,Apartamento Venda 3 Dormitórios Jardins Sp,0,
16696,,4600,2100,5690000,10,308,308,6,São Paulo,Playground,,Paraíso,Suítes,4,Apartamento,R DO LIVRAMENTO,4,Excelente Apartamento | Ibirapuera,5,
16697,,200,,210000,,60,60,1,,Espaço Gourmet,,,Piso frio,3,Apartamento,,1,Lindo Apartamento Spazio Campo Dos Bandeirantes,1,
16698,,,,840938,Em construção,186,136,4,Curitiba,Acesso asfaltado,,Bom Retiro,Piso frio,3,Casa,R. Dr. João de Oliveira Passos,1,Las Piedras - Sobrado 1 Suíte 2 Vagas no Bairro Bom Retiro,3,
16699,,1263,,990000,45,186,138,5,São Paulo,Salão de festas,,Higienópolis,,3,Apartamento,CONSELHEIRO BROTERO,1,Apartamento Higienópolis 3 Dormitórios,1,
16700,,,,487245,,174,89,2,Curitiba,Espaço Gourmet,Andares,Campo Comprido,Suítes,3,Apartamento,Rua Monsenhor Ivo Zanlorenzi,1,Parque Ecoville - (89 M&sup2;) Apartamento Amplo 3 Quartos (1 Suíte),1,
16701,,,,738952,,180,120,,Itapema,,,Centro,,3,Apartamento,Rua 140,3,Apartamento à Venda - no Centro,2,
16702,,,,480000,4,115,75,2,Curitiba,Espaço Gourmet,,Cabral,Suítes,3,Apartamento,R. da Bandeira,1,Terrasse Style - 3 Quartos Semi - Mobiliado no Cabral,1,
16703,,3000,350,3200000,,250,220,6,Bertioga,Forno de pizza,,Riviera de São Lourenço,Suítes,4,Apartamento,AV. DA RIVIERA 665,4,Apartamento Riviera em Bertioga,3,
16704,,450,,390000,4,231,136,2,Curitiba,Espaço Gourmet,Aceita FGTS,Guaíra,Suítes,3,Apartamento,Assis Figueiredo,1,Cobertura Com Excelente Localização 3 Dorm. Sendo 1 Suíte E 2 Vagas,2,
16705,,,,138900,,210,65,1,,Piscina coberta,,,Churrasqueira,1,Casa,,1,"Casa Com 1 Dorm, Jardim Magalhães, Itanhaém - R$",8,
16706,,,,75000,1,1090,1000,0,Suzano,,,Fazenda Aya,,0,Rural,Estrada do Samuel,0,Não Perca Tempo Construa Já Sua Chacara!,0,
16707,,4335,2017,4500000,2,260,260,6,São Paulo,,,Higienópolis,,4,Apartamento,Rua São Vicente de Paula,4,"Apartamento para Venda em Santa Cecília, Prédio Novo.",4,
16708,,1175,,2700000,,555,375,6,,Salão de festas,,,Suítes,3,Apartamento,,2,Cobertura no Juvevê - Arya 1,4,
16709,,1200,210,798000,,100,82,3,,Jardim,,,Guarita,2,Apartamento,,1,Jardim América - 2 Dorm. 1 Suite - Excelente Localização - Junto Ao Dante De Alighieri.,1,
16710,,,,650000,,150,135,1,,,,,Despensa,3,Casa,,0,Vendo Sobrado 3 Dorms na B. Vista São Paulo Sp,1,
16711,,537,61,380000,,68,53,1,,,,,,2,Apartamento,,0,Apartamento Venda 2 Dormitorio Bela Vista Sp,0,
16712,,700,120,685000,,,120,3,Jundiaí,,,Jardim Ermida I,Suítes,3,Casa,Rua Elias José Cavalcanti,0,Condomínio Nature Village - Jundiaí/sp,3,
16713,,600,,340000,,80,65,2,,,,,Dependência de empregados,2,Apartamento,,0,Apartamento Venda 2 Dormitorio Bela Vista Sp,0,
16714,,1082,1,1080000,2,326,171,6,Curitiba,Interfone,Aceita FGTS,Água Verde,Suítes,4,Apartamento,Av. Republica Argentina,2,Henri Matisse 4 Quartos 3 Vagas Ao Lado Do Clube Curitibano,3,
